geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:absent,axial2,17,423,-423,0,423,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,5,8,-8,0,8,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,6,96,-96,0,96,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,7,550,-550,0,550,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,8,1915,-1915,0,1915,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,9,4366,-4366,0,4366,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,10,6516,-6516,0,6516,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,11,6031,-6031,0,6031,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,12,3129,-3129,0,3129,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,13,782,-782,0,782,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,14,76,-76,0,76,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",axial2:present,axial2,15,1,-1,0,1,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,5,8,-8,0,8,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,6,136,-136,0,136,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,7,1132,-1132,0,1132,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,8,5992,-5992,0,5992,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,9,22358,-22358,0,22358,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,10,62102,-62102,0,62102,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,11,129102,-129102,0,129102,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,12,191880,-191880,0,191880,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,13,190546,-190546,0,190546,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,14,116598,-116598,0,116598,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,15,40144,-40144,0,40144,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,16,7070,-7070,0,7070,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:absent,diag1,17,520,-520,0,520,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,5,8,-8,0,8,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,6,98,-98,0,98,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,7,564,-564,0,564,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,8,1958,-1958,0,1958,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,9,4410,-4410,0,4410,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,10,6464,-6464,0,6464,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,11,5958,-5958,0,5958,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,12,3200,-3200,0,3200,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,13,888,-888,0,888,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,14,112,-112,0,112,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",diag1:present,diag1,15,6,-6,0,6,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,5,2,-2,0,2,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,6,42,-42,0,42,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,7,428,-428,0,428,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,8,2680,-2680,0,2680,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,9,11402,-11402,0,11402,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,10,35306,-35306,0,35306,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,11,80560,-80560,0,80560,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,12,130264,-130264,0,130264,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,13,140156,-140156,0,140156,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,14,92698,-92698,0,92698,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,15,34496,-34496,0,34496,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,16,6568,-6568,0,6568,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:absent,far,17,518,-518,0,518,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,5,6,-6,0,6,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,6,68,-68,0,68,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,7,340,-340,0,340,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,8,982,-982,0,982,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,9,1774,-1774,0,1774,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,10,2020,-2020,0,2020,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,11,1390,-1390,0,1390,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,12,514,-514,0,514,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",far:present,far,13,76,-76,0,76,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,5,4,-4,0,4,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,6,77,-77,0,77,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,7,692,-692,0,692,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,8,3862,-3862,0,3862,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,9,14980,-14980,0,14980,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,10,42850,-42850,0,42850,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,11,91364,-91364,0,91364,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,12,139602,-139602,0,139602,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,13,143493,-143493,0,143493,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,14,91920,-91920,0,91920,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,15,33606,-33606,0,33606,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,16,6355,-6355,0,6355,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:absent,knight_a,17,507,-507,0,507,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,5,7,-7,0,7,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,6,79,-79,0,79,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,7,415,-415,0,415,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,8,1303,-1303,0,1303,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,9,2596,-2596,0,2596,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,10,3257,-3257,0,3257,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,11,2404,-2404,0,2404,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,12,926,-926,0,926,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,13,148,-148,0,148,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_a:present,knight_a,14,6,-6,0,6,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,5,4,-4,0,4,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,6,77,-77,0,77,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,7,692,-692,0,692,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,8,3862,-3862,0,3862,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,9,14980,-14980,0,14980,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,10,42850,-42850,0,42850,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,11,91364,-91364,0,91364,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,12,139602,-139602,0,139602,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,13,143493,-143493,0,143493,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,14,91920,-91920,0,91920,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,15,33606,-33606,0,33606,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,16,6355,-6355,0,6355,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:absent,knight_b,17,507,-507,0,507,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,5,7,-7,0,7,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,6,79,-79,0,79,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,7,415,-415,0,415,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,8,1303,-1303,0,1303,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,9,2596,-2596,0,2596,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,10,3257,-3257,0,3257,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,11,2404,-2404,0,2404,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,12,926,-926,0,926,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,13,148,-148,0,148,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",knight_b:present,knight_b,14,6,-6,0,6,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,6,14,-14,0,14,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,7,222,-222,0,222,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,8,1660,-1660,0,1660,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,9,7755,-7755,0,7755,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,10,25230,-25230,0,25230,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,11,59092,-59092,0,59092,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,12,97098,-97098,0,97098,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,13,105824,-105824,0,105824,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,14,70951,-70951,0,70951,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,15,26705,-26705,0,26705,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,16,5118,-5118,0,5118,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:absent,nn_other,17,415,-415,0,415,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,5,4,-4,0,4,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,6,50,-50,0,50,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,7,302,-302,0,302,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,8,1101,-1101,0,1101,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,9,2588,-2588,0,2588,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,10,3929,-3929,0,3929,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,11,3655,-3655,0,3655,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,12,1878,-1878,0,1878,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,13,453,-453,0,453,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,14,41,-41,0,41,0,0,0,0,0,0,0
axis,"near_block:[0,1,5,1,0,0,0,0]",nn_other:present,nn_other,15,1,-1,0,1,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,9,2,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,10,10,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,11,52,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,12,90,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,13,81,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:absent,axial2,14,25,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,9,3,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,10,16,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,11,53,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,12,60,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,13,21,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",axial2:present,axial2,14,1,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,9,12,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,10,56,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,11,208,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,12,298,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,13,206,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:absent,diag1,14,50,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:present,diag1,9,2,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:present,diag1,10,8,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:present,diag1,11,18,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:present,diag1,12,16,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",diag1:present,diag1,13,4,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,9,2,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,10,18,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,11,84,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,12,150,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,13,120,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:absent,far,14,34,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:present,far,9,2,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:present,far,10,12,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:present,far,11,32,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:present,far,12,30,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",far:present,far,13,8,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,9,8,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,10,40,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,11,146,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,12,219,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,13,155,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:absent,knight_a,14,38,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:present,knight_a,9,3,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:present,knight_a,10,10,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:present,knight_a,11,22,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:present,knight_a,12,19,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_a:present,knight_a,13,5,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,9,8,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,10,40,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,11,146,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,12,219,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,13,155,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:absent,knight_b,14,38,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:present,knight_b,9,3,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:present,knight_b,10,10,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:present,knight_b,11,22,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:present,knight_b,12,19,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",knight_b:present,knight_b,13,5,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,9,4,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,10,16,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,11,68,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,12,104,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,13,89,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:absent,nn_other,14,25,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:present,nn_other,9,1,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:present,nn_other,10,4,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:present,nn_other,11,9,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:present,nn_other,12,6,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,0,0,1]",nn_other:present,nn_other,13,1,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,7,3,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,8,42,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,9,254,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,10,902,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,11,2012,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,12,2537,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,13,1676,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,14,508,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,15,61,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:absent,axial2,16,3,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,7,7,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,8,74,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,9,370,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,10,1060,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,11,1726,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,12,1533,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,13,700,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,14,158,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,15,19,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",axial2:present,axial2,16,1,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,6,6,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,7,62,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,8,348,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,9,1272,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,10,3160,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,11,5342,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,12,5410,0,0,0,0,0,0,0,0,0,0
axis,"near_block:[1,1,5,0,0,1,0,0]",diag1:absent,diag1,13,3046,0,0,0,0,0,0,0,0,0,0
