method,observable,mode,sizes,sum_abs_weights,l2_norm,condition_number,batch_sd_combined,batch_se_combined,ref_L,ref_batch_sd,empirical_noise_amp,n_batches,note
L4_L6_cancel,H,shared,16 24 32,2.43645320197044335,1.82878637285847411,552738203.994,0.00107878882742886195,0.000241224515149822500,32,0.000615079537685620566,1.75390134337431408,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,24 32 48,1.95925058548009368,1.49673279933677567,4022565574.01,0.00107004428890159141,0.000239269176891938218,48,0.000729774391401408445,1.46626724849408885,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,32 48 64,2.43645320197044335,1.82878637285847411,35374949850.2,0.000779297662256670966,0.000174256254751258844,64,0.000446607424966477280,1.74492768971578493,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,48 64 96,1.95925058548009368,1.49673279933677567,257443771103.,0.000885730903753362036,0.000198055451056484113,96,0.000705198361296050782,1.25600249853887779,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,64 96 128,2.43645320197044335,1.82878637285847411,2.26399560959e+12,0.00142232046591718580,0.000318040524758000022,128,0.000704212957171680850,2.01973061050967958,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,96 128 192,1.95925058548009368,1.49673279933677567,1.64763996481e+13,0.00133567326147351738,0.000298665620838363578,192,0.000910234587024058594,1.46739453819305806,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,shared,128 192 256,2.43645320197044335,1.82878637285847411,1.44895714291e+14,0.00128608693272541950,0.000287577780654823687,256,0.000897527996526967351,1.43292124335062723,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,16 24 32,2.43645320197044335,1.82878637285847411,552738203.994,0.00107878882742887579,0.000241224515149825593,32,0.000615079537685626204,1.75390134337432049,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,24 32 48,1.95925058548009368,1.49673279933677567,4022565574.01,0.00107004428890160866,0.000239269176891942074,48,0.000729774391401408228,1.46626724849411292,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,32 48 64,2.43645320197044335,1.82878637285847411,35374949850.2,0.000779297662256666731,0.000174256254751257897,64,0.000446607424966458414,1.74492768971584916,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,48 64 96,1.95925058548009368,1.49673279933677567,257443771103.,0.000885730903753347279,0.000198055451056480814,96,0.000705198361296052192,1.25600249853885436,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,64 96 128,2.43645320197044335,1.82878637285847411,2.26399560959e+12,0.00142232046591722821,0.000318040524758009505,128,0.000704212957171701124,2.01973061050968166,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,96 128 192,1.95925058548009368,1.49673279933677567,1.64763996481e+13,0.00133567326147353344,0.000298665620838367168,192,0.000910234587024075724,1.46739453819304809,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,shared,128 192 256,2.43645320197044335,1.82878637285847411,1.44895714291e+14,0.00128608693272537302,0.000287577780654813294,256,0.000897527996526951847,1.43292124335060020,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,16 24 32,2.43645320197044335,1.82878637285847411,552738203.994,0.00107878882742888231,0.000241224515149827052,32,0.000615079537685627722,1.75390134337432677,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,24 32 48,1.95925058548009368,1.49673279933677567,4022565574.01,0.00107004428890158002,0.000239269176891935670,48,0.000729774391401390664,1.46626724849410896,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,32 48 64,2.43645320197044335,1.82878637285847411,35374949850.2,0.000779297662256681058,0.000174256254751261101,64,0.000446607424966467739,1.74492768971584480,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,48 64 96,1.95925058548009368,1.49673279933677567,257443771103.,0.000885730903753378468,0.000198055451056487788,96,0.000705198361296059781,1.25600249853888507,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,64 96 128,2.43645320197044335,1.82878637285847411,2.26399560959e+12,0.00142232046591716289,0.000318040524757994899,128,0.000704212957171653419,2.01973061050972572,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,96 128 192,1.95925058548009368,1.49673279933677567,1.64763996481e+13,0.00133567326147352503,0.000298665620838365289,192,0.000910234587024078327,1.46739453819303465,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,shared,128 192 256,2.43645320197044335,1.82878637285847411,1.44895714291e+14,0.00128608693272540039,0.000287577780654819415,256,0.000897527996526959544,1.43292124335061841,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,16 24 32,2.43645320197044335,1.82878637285847411,552738203.994,0.00107878882742889067,0.000241224515149828921,32,0.000615079537685631408,1.75390134337432985,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,24 32 48,1.95925058548009368,1.49673279933677567,4022565574.01,0.00107004428890162296,0.000239269176891945271,48,0.000729774391401414734,1.46626724849411944,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,32 48 64,2.43645320197044335,1.82878637285847411,35374949850.2,0.000779297662256713051,0.000174256254751268255,64,0.000446607424966474244,1.74492768971589102,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,48 64 96,1.95925058548009368,1.49673279933677567,257443771103.,0.000885730903753345880,0.000198055451056480501,96,0.000705198361296051758,1.25600249853885314,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,64 96 128,2.43645320197044335,1.82878637285847411,2.26399560959e+12,0.00142232046591722463,0.000318040524758008705,128,0.000704212957171701124,2.01973061050967657,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,96 128 192,1.95925058548009368,1.49673279933677567,1.64763996481e+13,0.00133567326147353326,0.000298665620838367129,192,0.000910234587024075724,1.46739453819304789,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,shared,128 192 256,2.43645320197044335,1.82878637285847411,1.44895714291e+14,0.00128608693272539300,0.000287577780654817762,256,0.000897527996526964206,1.43292124335060273,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,16 24 32,2.43645320197044335,1.82878637285847411,552738203.994,0.0127931521799756614,0.00293495039588689343,32,0.00649639975734365212,1.96926800348362833,19,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,24 32 48,1.95925058548009368,1.49673279933677567,4022565574.01,0.00910131666054164094,0.00227532916513541024,48,0.00619742605159961848,1.46856397878156188,16,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,32 48 64,2.43645320197044335,1.82878637285847411,35374949850.2,0.0113135153952283683,0.00292113711418537950,64,0.00633264880872097622,1.78653763013796314,15,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,48 64 96,1.95925058548009368,1.49673279933677567,257443771103.,0.0107839899526385141,0.00407596507938581727,96,0.00730448601744539995,1.47635164567129969,7,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,64 96 128,2.43645320197044335,1.82878637285847411,2.26399560959e+12,nan,nan,128,0.00610497735649816013,nan,0,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,96 128 192,1.95925058548009368,1.49673279933677567,1.64763996481e+13,nan,nan,192,0.00955277377038051337,nan,0,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,shared,128 192 256,2.43645320197044335,1.82878637285847411,1.44895714291e+14,nan,nan,256,0.00995121304857325174,nan,1,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,independent,32 64 128,1.16931216931216931,1.08690024647922048,58862024742.9,0.000897438332177829781,0.000200673311636366427,128,0.000837934032588291038,1.07101310756616025,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,H,independent,64 128 256,1.16931216931216931,1.08690024647922048,3.76716781755e+12,0.000875447281210212469,0.000195755963150340944,256,0.000822170538932418221,1.06480011111438469,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,independent,32 64 128,1.16931216931216931,1.08690024647922048,58862024742.9,0.000572904351099817168,0.000128105307366459759,128,0.000536873355027907024,1.06711265465956534,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,V,independent,64 128 256,1.16931216931216931,1.08690024647922048,3.76716781755e+12,0.000731487679963022873,0.000163565617710093000,256,0.000692392511534370967,1.05646388107522331,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,independent,32 64 128,1.16931216931216931,1.08690024647922048,58862024742.9,0.000692590296973573253,0.000154867898458967666,128,0.000641217105269309244,1.08011824900193114,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,either,independent,64 128 256,1.16931216931216931,1.08690024647922048,3.76716781755e+12,0.000838232466551876860,0.000187434477615731541,256,0.000793039399021862367,1.05698716556296671,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,independent,32 64 128,1.16931216931216931,1.08690024647922048,58862024742.9,0.000642087669748279742,0.000143575167707158878,128,0.000582273794265104221,1.10272465646280276,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,both,independent,64 128 256,1.16931216931216931,1.08690024647922048,3.76716781755e+12,0.000844119012998722501,0.000188750749416517211,256,0.000777981548291696297,1.08501161094662445,20,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,independent,32 64 128,1.16931216931216931,1.08690024647922048,58862024742.9,0.0104457360957817975,0.00394811713863562980,128,0.00951615504297585214,1.09768452159594603,7,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
L4_L6_cancel,M,independent,64 128 256,1.16931216931216931,1.08690024647922048,3.76716781755e+12,0.00817877623510298238,0.00472201866097842081,256,0.00928632699143108233,0.880733172830324888,3,empirical amp = batch_sd(sum w_i p_Li[b]) / batch_sd(p_Lmax)
